id_test,accepted_binomial,EUNIS_name,original_name,contributor_name,contributor_email,cocontributors,doi,collection_year,collection_site,collection_country,iso_code,latitude,longitude,coordinate_accuracy,storage,substrate,experiment_length,scarification,stratification,other_treatments,water_potential,photoperiod,light_quality,T_day,T_night,seeds_sown,seeds_germinated,changed,scar_bin,strat_bin,light,temperature,alternating,group
4333,Anagyris foetida,Anagyris foetida,Anagyris foetida,"","","",10.1007/s00606-008-0067-2,2003,Ma1: Cortes de la Frontera (Ma: Malaga),Spain,ES,36.6173234,-5.341938628,1e+05,fresh,paper,nd,none,none,none,0,12.5,white,29.4,16.7,50,0,"",none,none,1,23.05,yes,Anagyris foetida_none_none_1_yes_23.05
4334,Anagyris foetida,Anagyris foetida,Anagyris foetida,"","","",10.1007/s00606-008-0067-2,2003,Ma1: Cortes de la Frontera (Ma: Malaga),Spain,ES,36.6173234,-5.341938628,1e+05,fresh,paper,nd,mechanical,none,none,0,12.5,white,29.4,16.7,50,31,"",yes,none,1,23.05,yes,Anagyris foetida_yes_none_1_yes_23.05
4051,Anchusa crispa,Anchusa crispa,Anchusa crispa,"","","",10.1007/s11829-018-9619-8,2009,Portigliolo_Cannella,France,FR,41.79546769,8.740786574,5e+05,fresh,sand,60,none,none,none,0,12,white,18,18,57,21,"",none,none,1,18,no,Anchusa crispa_none_none_1_no_18
4052,Anchusa crispa,Anchusa crispa,Anchusa crispa,"","","",10.1007/s11829-018-9619-8,2009,Portigliolo_Cannella,France,FR,41.79546769,8.740786574,5e+05,fresh,sand,60,none,none,seeds were deposited for 72 h in a foraging arena connected to an artificial nest containing an Argentine ant colony,0,12,white,18,18,55,28,"",none,none,1,18,no,Anchusa crispa_none_none_1_no_18
4801,Anthemis maritima,Anthemis maritima,Anthemis maritima,"","","",10.1007/s10661-013-3365-2,nd,"obtained commercially, from a supplier of salt-tolerant plants (Phytosem, Gap, France)",France,FR,44.501007,6.04365,500,stored_purchased,other,19,none,none,none,0,0,none,20.5,20.5,69,6,"",none,none,0,20.5,no,Anthemis maritima_none_none_0_no_20.5
3413,Anthemis maritima,Anthemis maritima,Anthemis maritima,"","","",10.7320/FlMedit29.288,2014,"Domus de Maria (Sud Sardegna), loc. Porto Campana, Chia",Italy,IT,38.887864,8.868983,100,banked_germplasm,agar,35,none,none,none,0,12,white,20,20,60,50,"",none,none,1,20,no,Anthemis maritima_none_none_1_no_20
1522,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,none,0,16,white,24,16,125,4,"",none,none,1,20,yes,Anthyllis vulneraria_none_none_1_yes_20
1523,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,smoke-5 min,0,16,white,24,16,125,6,"",none,none,1,20,yes,Anthyllis vulneraria_none_none_1_yes_20
1524,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,smoke-10 min,0,16,white,24,16,125,2,"",none,none,1,20,yes,Anthyllis vulneraria_none_none_1_yes_20
1525,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,none,none,smoke-15 min,0,16,white,24,16,125,4,"",none,none,1,20,yes,Anthyllis vulneraria_none_none_1_yes_20
1526,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_80°C_5 min,none,none,0,16,white,24,16,125,3,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1527,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_80°C_10 min,none,none,0,16,white,24,16,125,6,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1528,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_110°C_5 min,none,none,0,16,white,24,16,125,6,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1529,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_110°C_10 min,none,none,0,16,white,24,16,125,0,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1530,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_150°C_5 min,none,none,0,16,white,24,16,125,0,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1531,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1007/s11258-008-9532-9,nd,Montpellier,France,FR,43.64086,3.883447,10000,stored_room conditions_7 months,paper,80,heat_150°C_10 min,none,none,0,16,white,24,16,125,0,"",yes,none,1,20,yes,Anthyllis vulneraria_yes_none_1_yes_20
1056,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/j.1526-100X.2011.00816.x,2005,"Semillas Silvestres, S.A",Spain,ES,37.891683,-4.831835,5e+05,stored_purchased,paper,32,none,none,none,0,16,white,25,18,100,90,"",none,none,1,21.5,yes,Anthyllis vulneraria_none_none_1_yes_21.5
2011,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,nd,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,5,5,100,78,"",none,none,1,5,no,Anthyllis vulneraria_none_none_1_no_5
2019,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,10,10,100,82,"",none,none,1,10,no,Anthyllis vulneraria_none_none_1_no_10
2027,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,15,5,100,86,"",none,none,1,10,yes,Anthyllis vulneraria_none_none_1_yes_10
2035,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,15,15,100,84,"",none,none,1,15,no,Anthyllis vulneraria_none_none_1_no_15
2043,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,20,10,100,84,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2051,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,20,20,100,74,"",none,none,1,20,no,Anthyllis vulneraria_none_none_1_no_20
2059,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,25,15,100,59,"",none,none,1,20,yes,Anthyllis vulneraria_none_none_1_yes_20
2068,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,25,25,100,54,"",none,none,1,25,no,Anthyllis vulneraria_none_none_1_no_25
2076,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,"cleaning_Small quantities and/or small-seeded species were cleaned by hand, rubbing the seed heads against metal sieves and then sifting to remove inert material. Large quantities were cleaned using a stationary threshing machine (Wintersteiger LD 350) at 500 rpm with a 3 9 9 mm concave metal basket, followed by separation with a winnower (Seed Processing Holland type 4111.10.00.2)",0,12,white,30,20,100,56,"",none,none,1,25,yes,Anthyllis vulneraria_none_none_1_yes_25
2084,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,stored_22°C;20%RH_10 month,paper,70,none,none,none,0,12,white,20,10,100,89,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2092,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,0,12,white,20,10,100,94,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2094,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.1,12,white,20,10,100,98,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2096,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.2,12,white,20,10,100,92,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2097,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.3,12,white,20,10,100,87,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2099,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.4,12,white,20,10,100,55,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2102,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.6,12,white,20,10,100,90,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2104,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-0.8,12,white,20,10,100,59,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
2105,Anthyllis vulneraria,Anthyllis vulneraria,Anthyllis vulneraria,"","","",10.1111/plb.12848,2015,Spanish provinces of Cordoba and Jaen,Spain,ES,37.88361,-4.328333,1e+05,fresh_22°C;20%RH_27 days,paper,70,none,none,none,-1,12,white,20,10,100,14,"",none,none,1,15,yes,Anthyllis vulneraria_none_none_1_yes_15
1451,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_22°C,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,10,10,125,109,"",none,yes,1,10,no,Arbutus andrachne_none_yes_1_no_10
1452,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,15,15,125,116,"",none,yes,1,15,no,Arbutus andrachne_none_yes_1_no_15
1453,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,20,20,125,34,"",none,yes,1,20,no,Arbutus andrachne_none_yes_1_no_20
1454,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_0 days_5°C,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,25,25,125,2,"",none,yes,1,25,no,Arbutus andrachne_none_yes_1_no_25
1455,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,10,10,125,103,"",none,yes,1,10,no,Arbutus andrachne_none_yes_1_no_10
1456,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,15,15,125,106,"",none,yes,1,15,no,Arbutus andrachne_none_yes_1_no_15
1457,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_0 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,20,20,125,4,"",none,yes,1,20,no,Arbutus andrachne_none_yes_1_no_20
1458,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_0 days_5°C,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,25,25,125,4,"",none,yes,1,25,no,Arbutus andrachne_none_yes_1_no_25
1459,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2009,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,10,10,125,119,"",none,yes,1,10,no,Arbutus andrachne_none_yes_1_no_10
1460,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2010,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,15,15,125,112,"",none,yes,1,15,no,Arbutus andrachne_none_yes_1_no_15
1461,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2011,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,20,20,125,96,"",none,yes,1,20,no,Arbutus andrachne_none_yes_1_no_20
1462,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2012,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_3 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,25,25,125,18,"",none,yes,1,25,no,Arbutus andrachne_none_yes_1_no_25
1463,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,10,10,125,94,"",none,yes,1,10,no,Arbutus andrachne_none_yes_1_no_10
1464,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,15,15,125,102,"",none,yes,1,15,no,Arbutus andrachne_none_yes_1_no_15
1465,Arbutus andrachne,Arbutus andrachne,Arbutus andrachne,"","","",10.21273/hortsci.48.3.347,2008,Mount Parnitha,Greece,GR,38.13333333,23.78333333,10000,stored_25°C;30%RH_11 month,agar,60,none,cold_5°C_40 days,"surface-sterilised with 20% (v/v) commercial bleach (4.6% w/v sodium hypochlorite) for 10 min, rinsed four times (3 min each) with sterile distilled water",0,16,white,20,20,125,2,"",none,yes,1,20,no,Arbutus andrachne_none_yes_1_no_20
