WCVP_id,accepted_binomial,EUNIS_name,species_type,Habitat level 1,Habitat level 3
263443,Schoenus nigricans,Schoenus nigricans,Dominant,Coastal,Mediterranean and Black Sea moist and wet dune slack
2591784,Scorpiurus muricatus,Scorpiurus muricatus,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2591784,Scorpiurus muricatus,Scorpiurus muricatus,Constant,Grasslands,Mediterranean annual-rich dry grassland
2591784,Scorpiurus muricatus,Scorpiurus muricatus,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
3074944,Scorzoneroides pyrenaica,Scorzoneroides cantabrica,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
3074944,Scorzoneroides pyrenaica,Scorzoneroides cantabrica,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
2592108,Sempervivum vicentei,Sempervivum vicentei,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
3082278,Senecio vulgaris,Senecio vulgaris,Diagnostic,Grasslands,Madeiran oromediterranean siliceous dry grassland
3082278,Senecio vulgaris,Senecio vulgaris,Constant,Man-made,Mediterranean subnitrophilous annual grassland
3082278,Senecio vulgaris,Senecio vulgaris,Constant,Grasslands,Madeiran oromediterranean siliceous dry grassland
441982,Sesleria caerulea,Sesleria caerulea,Dominant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
441982,Sesleria caerulea,Sesleria caerulea,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
441982,Sesleria caerulea,Sesleria caerulea,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
2487840,Silene behen,Silene vulgaris,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
2487840,Silene behen,Silene vulgaris,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
2485520,Silene ciliata,Silene ciliata,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
2485520,Silene ciliata,Silene ciliata,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
2485538,Silene colorata,Silene colorata,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2485538,Silene colorata,Silene colorata,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
2488633,Silene nutans,Silene nutans,Constant,Scrublands,Submediterranean pseudomaquis
2487840,Silene vulgaris,Silene vulgaris,Constant,Grasslands,Cyrno-Sardean oromediterranean siliceous dry grassland
2487840,Silene vulgaris,Silene vulgaris,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
2901907,Silybum marianum,Silybum marianum,Diagnostic,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2901907,Silybum marianum,Silybum marianum,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2901907,Silybum marianum,Silybum marianum,Dominant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2911230,Solidago virgaurea,Solidago virgaurea,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
2911230,Solidago virgaurea,Solidago virgaurea,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
2911230,Solidago virgaurea,Solidago virgaurea,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
2929055,Sonchus asper,Sonchus oleraceus,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2929055,Sonchus asper,Sonchus oleraceus,Constant,Coastal,Mediterranean coniferous coastal dune forest
2929055,Sonchus asper,Sonchus oleraceus,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2929055,Sonchus oleraceus,Sonchus oleraceus,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2929055,Sonchus oleraceus,Sonchus oleraceus,Constant,Coastal,Mediterranean coniferous coastal dune forest
2929055,Sonchus oleraceus,Sonchus oleraceus,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2929055,Sonchus tenerrimus,Sonchus oleraceus,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2929055,Sonchus tenerrimus,Sonchus oleraceus,Constant,Coastal,Mediterranean coniferous coastal dune forest
2929055,Sonchus tenerrimus,Sonchus oleraceus,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
195382,Stachys ocymastrum,Stachys ocymastrum,Diagnostic,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2437869,Teesdalia conferta,Teesdalia conferta,Diagnostic,Grasslands,Iberian oromediterranean siliceous dry grassland
2437869,Teesdalia conferta,Teesdalia conferta,Constant,Grasslands,Iberian oromediterranean siliceous dry grassland
203217,Teucrium capitatum,Teucrium polium,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
203217,Teucrium capitatum,Teucrium polium,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
203217,Teucrium capitatum,Teucrium polium,Diagnostic,Scrublands,Mediterranean gypsum scrub
203217,Teucrium capitatum,Teucrium polium,Constant,Forests,Mediterranean Cupressaceae forest
203217,Teucrium capitatum,Teucrium polium,Dominant,Coastal,Mediterranean and Black Sea soft sea cliff
203217,Teucrium capitatum,Teucrium polium,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
203217,Teucrium capitatum,Teucrium polium,Constant,Grasslands,Mediterranean tall perennial dry grassland
203217,Teucrium capitatum,Teucrium polium,Constant,Forests,Mediterranean lowland to submontane Pinus forest
203217,Teucrium capitatum,Teucrium polium,Constant,Scrublands,Mediterranean gypsum scrub
203217,Teucrium capitatum,Teucrium polium,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
203217,Teucrium capitatum,Teucrium polium,Constant,Scrublands,Mediterranean halo-nitrophilous scrub
203217,Teucrium capitatum,Teucrium polium,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
202916,Teucrium flavum,Teucrium flavum,Constant,Scrublands,Thermomediterranean arid scrub
203101,Teucrium massiliense,Teucrium massiliense,Diagnostic,Scrublands,Western Mediterranean spiny heath
203217,Teucrium polium,Teucrium polium,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
203217,Teucrium polium,Teucrium polium,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
203217,Teucrium polium,Teucrium polium,Diagnostic,Scrublands,Mediterranean gypsum scrub
203217,Teucrium polium,Teucrium polium,Constant,Forests,Mediterranean Cupressaceae forest
203217,Teucrium polium,Teucrium polium,Dominant,Coastal,Mediterranean and Black Sea soft sea cliff
203217,Teucrium polium,Teucrium polium,Constant,Grasslands,Dry steppic submediterranean pasture of the Amphi-Adriatic region
203217,Teucrium polium,Teucrium polium,Constant,Grasslands,Mediterranean tall perennial dry grassland
203217,Teucrium polium,Teucrium polium,Constant,Forests,Mediterranean lowland to submontane Pinus forest
203217,Teucrium polium,Teucrium polium,Constant,Scrublands,Mediterranean gypsum scrub
203217,Teucrium polium,Teucrium polium,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
203217,Teucrium polium,Teucrium polium,Constant,Scrublands,Mediterranean halo-nitrophilous scrub
203217,Teucrium polium,Teucrium polium,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
446499,Thinopyrum junceum,Elytrigia juncea,Diagnostic,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
446499,Thinopyrum junceum,Elytrigia juncea,Diagnostic,Coastal,Mediterranean and Black Sea coastal shingle beach
446499,Thinopyrum junceum,Elytrigia juncea,Constant,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
446499,Thinopyrum junceum,Elytrigia juncea,Constant,Coastal,Mediterranean and Black Sea coastal shingle beach
446499,Thinopyrum junceum,Elytrigia juncea,Constant,Coastal,Mediterranean and Black Sea sand beach
446499,Thinopyrum junceum,Elytrigia juncea,Constant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
446499,Thinopyrum junceum,Elytrigia juncea,Diagnostic,Coastal,Mediterranean and Macaronesian coastal dune grassland (grey dune)
446499,Thinopyrum junceum,Elytrigia juncea,Dominant,Coastal,Mediterranean and Black Sea coastal shingle beach
446499,Thinopyrum junceum,Elytrigia juncea,Dominant,Coastal,"Mediterranean, Macaronesian and Black Sea shifting coastal dune"
204339,Thymbra capitata,Thymbra capitata,Dominant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
204339,Thymbra capitata,Thymbra capitata,Constant,Scrublands,Thermomediterranean arid scrub
204339,Thymbra capitata,Thymbra capitata,Dominant,Coastal,Mediterranean and Black Sea rocky sea cliff and shore
204339,Thymbra capitata,Thymbra capitata,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
204339,Thymbra capitata,Thymbra capitata,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
205262,Thymus praecox,Thymus praecox,Constant,Forests,Mediterranean and Balkan subalpine Pinus heldreichii-Pinus peuce forest
205262,Thymus praecox,Thymus praecox,Constant,Grasslands,Iberian oromediterranean basiphilous dry grassland
205262,Thymus praecox,Thymus praecox,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
205645,Thymus vulgaris,Thymus vulgaris,Diagnostic,Scrublands,Western Mediterranean mountain hedgehog-heath
205645,Thymus vulgaris,Thymus vulgaris,Diagnostic,Scrublands,Mediterranean gypsum scrub
205645,Thymus vulgaris,Thymus vulgaris,Constant,Grasslands,Perennial rocky calcareous grassland of subatlantic-submediterranean Europe
205645,Thymus vulgaris,Thymus vulgaris,Constant,Forests,Mediterranean lowland to submontane Pinus forest
205645,Thymus vulgaris,Thymus vulgaris,Constant,Grasslands,Mediterranean tall perennial dry grassland
205645,Thymus vulgaris,Thymus vulgaris,Constant,Scrublands,Mediterranean gypsum scrub
205645,Thymus vulgaris,Thymus vulgaris,Constant,Scrublands,Western Mediterranean mountain hedgehog-heath
205645,Thymus vulgaris,Thymus vulgaris,Constant,Scrublands,Submediterranean pseudomaquis
205645,Thymus vulgaris,Thymus vulgaris,Constant,Scrublands,Central Mediterranean mountain hedgehog-heath
205645,Thymus vulgaris,Thymus vulgaris,Constant,Forests,Temperate and submediterranean montane Pinus sylvestris-Pinus nigra forest
205645,Thymus vulgaris,Thymus vulgaris,Constant,Forests,Mediterranean thermophilous deciduous forest
205645,Thymus vulgaris,Thymus vulgaris,Constant,Forests,Mediterranean evergreen Quercus forest
3074138,Tolpis barbata,Tolpis barbata,Diagnostic,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
3074138,Tolpis barbata,Tolpis barbata,Constant,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2440640,Trifolium angustifolium,Trifolium angustifolium,Constant,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2440792,Trifolium arvense,Trifolium arvense,Constant,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2440792,Trifolium arvense,Trifolium arvense,Constant,Grasslands,Mediterranean closely grazed dry grassland
2440792,Trifolium arvense,Trifolium arvense,Diagnostic,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2439378,Trifolium campestre,Trifolium campestre,Constant,Grasslands,Mediterranean annual-rich dry grassland
2439378,Trifolium campestre,Trifolium campestre,Constant,Grasslands,"Mediterranean to Atlantic open, dry, acid and neutral grassland"
2439378,Trifolium campestre,Trifolium campestre,Constant,Grasslands,Mediterranean closely grazed dry grassland
2439378,Trifolium campestre,Trifolium campestre,Constant,Grasslands,Submediterranean moist meadow
2439378,Trifolium campestre,Trifolium campestre,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2439378,Trifolium campestre,Trifolium campestre,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2439378,Trifolium campestre,Trifolium campestre,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2440043,Trifolium pratense,Trifolium pratense,Constant,Wetlands,Relict mire of Mediterranean mountains
2440043,Trifolium pratense,Trifolium pratense,Constant,Grasslands,Mediterranean short moist grassland of mountains
2440043,Trifolium pratense,Trifolium pratense,Constant,Grasslands,Submediterranean moist meadow
2440043,Trifolium pratense,Trifolium pratense,Constant,Grasslands,Mediterranean tall humid inland grassland
2440043,Trifolium pratense,Trifolium pratense,Diagnostic,Grasslands,Submediterranean moist meadow
2439997,Trifolium repens,Trifolium repens,Constant,Grasslands,Balkan and Anatolian oromediterranean dry grassland
2439997,Trifolium repens,Trifolium repens,Constant,Grasslands,Submediterranean moist meadow
2439997,Trifolium repens,Trifolium repens,Diagnostic,Grasslands,Submediterranean moist meadow
2439997,Trifolium repens,Trifolium repens,Constant,Grasslands,Mediterranean short moist grassland of mountains
2439975,Trifolium resupinatum,Trifolium resupinatum,Diagnostic,Grasslands,Submediterranean moist meadow
2439975,Trifolium resupinatum,Trifolium resupinatum,Constant,Grasslands,Submediterranean moist meadow
2439975,Trifolium resupinatum,Trifolium resupinatum,Dominant,Grasslands,Submediterranean moist meadow
2439682,Trifolium scabrum,Trifolium scabrum,Constant,Grasslands,Mediterranean annual-rich dry grassland
2439682,Trifolium scabrum,Trifolium scabrum,Diagnostic,Grasslands,Mediterranean closely grazed dry grassland
2439682,Trifolium scabrum,Trifolium scabrum,Constant,Grasslands,Mediterranean closely grazed dry grassland
2439682,Trifolium scabrum,Trifolium scabrum,Diagnostic,Grasslands,Mediterranean annual-rich dry grassland
2439682,Trifolium scabrum,Trifolium scabrum,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2439609,Trifolium stellatum,Trifolium stellatum,Constant,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2439609,Trifolium stellatum,Trifolium stellatum,Constant,Grasslands,Mediterranean annual-rich dry grassland
2439609,Trifolium stellatum,Trifolium stellatum,Diagnostic,Scrublands,Eastern Mediterranean spiny heath (phrygana)
2439800,Trifolium tomentosum,Trifolium tomentosum,Constant,Grasslands,Mediterranean closely grazed dry grassland
2439800,Trifolium tomentosum,Trifolium tomentosum,Diagnostic,Grasslands,Mediterranean closely grazed dry grassland
2448560,Urtica dioica,Urtica dioica,Constant,Scrublands,Temperate and submediterranean thorn scrub
2452680,Vicia peregrina,Vicia peregrina,Diagnostic,Man-made,Mediterranean subnitrophilous annual grassland
2452750,Vicia sativa,Vicia sativa,Constant,Man-made,Mediterranean subnitrophilous annual grassland
2452750,Vicia sativa,Vicia sativa,Constant,Man-made,Dry Mediterranean land with unpalatable non-vernal herbaceous vegetation
2457006,Vitis vinifera,Vitis vinifera,Diagnostic,Forests,Mediterranean and Macaronesian riparian forest
2457006,Vitis vinifera,Vitis vinifera,Constant,Forests,Mediterranean and Macaronesian riparian forest
2916928,Xanthium orientale,Xanthium orientale,Constant,Coastal,Mediterranean and Black Sea sand beach
2916928,Xanthium orientale,Xanthium orientale,Diagnostic,Coastal,Mediterranean and Black Sea sand beach
